,ID,Confidence,Boro,Date,Latitude,Longitude,Postcode,GoogleStreetViewURL
62,10977307,0.5,Manhattan,2018-10-01,40.746433,-73.99025,10001,"https://www.google.com/maps/@40.746433,-73.99025,3a,20y,319.01h,95.09t/data=!3m6!1e1!3m4!1smslU_OyKg8m2ntxG6dUuCg!2e0!7i16384!8i8192?entry=ttu"
63,10983595,0.5,Manhattan,2023-04-01,40.713882,-73.99762,10038,"https://www.google.com/maps/@40.713882,-73.99762,3a,20y,74.76h,92.70t/data=!3m6!1e1!3m4!1sfIvti560virxl8MRAe9Yww!2e0!7i16384!8i8192?entry=ttu"
64,11176333,0.5,Manhattan,2022-10-01,40.70902,-74.00552,10038,"https://www.google.com/maps/@40.70902,-74.00552,3a,20y,201.84h,113.18t/data=!3m6!1e1!3m4!1scj4YaWYkqxUCL5QUpCV0PA!2e0!7i16384!8i8192?entry=ttu"
65,11318828,0.5,Manhattan,2021-08-01,40.725727,-74.00398,10019,"https://www.google.com/maps/@40.725727,-74.00398,3a,20y,256.61h,90.16t/data=!3m6!1e1!3m4!1szz9CL0xhXDyB053hlKjK-Q!2e0!7i16384!8i8192?entry=ttu"
66,11705156,0.5,Manhattan,2023-04-01,40.71389,-73.99785,10013,"https://www.google.com/maps/@40.71389,-73.99785,3a,20y,83.01h,89.18t/data=!3m6!1e1!3m4!1sGpng6Wf5TXcN89PY4fJ6Og!2e0!7i16384!8i8192?entry=ttu"
67,12167160,1.0,Manhattan,2022-07-01,40.777313,-73.98258,10069,"https://www.google.com/maps/@40.777313,-73.98258,3a,20y,346.77h,92.87t/data=!3m6!1e1!3m4!1s2BfmCKIljT399lmaJhyORw!2e0!7i16384!8i8192?entry=ttu"
68,12422976,1.0,Manhattan,2023-03-01,40.710564,-74.008385,10038,"https://www.google.com/maps/@40.710564,-74.008385,3a,20y,110.49h,94.68t/data=!3m6!1e1!3m4!1sobGN01o42kVXtb2K4BhVkQ!2e0!7i16384!8i8192?entry=ttu"
69,12523755,1.0,Manhattan,2022-07-01,40.715244,-74.007675,10013,"https://www.google.com/maps/@40.715244,-74.007675,3a,20y,124.87h,90.89t/data=!3m6!1e1!3m4!1saeNlLL8XZ33u8-L4Yp1EhQ!2e0!7i16384!8i8192?entry=ttu"
70,12545784,0.5,Manhattan,2022-02-01,40.82204,-73.940056,10030,"https://www.google.com/maps/@40.82204,-73.940056,3a,20y,241.24h,90.40t/data=!3m6!1e1!3m4!1sp-aN9oti6hIzI3hQdHs5iw!2e0!7i16384!8i8192?entry=ttu"
71,12572949,1.0,Manhattan,2022-07-01,40.718044,-73.997604,10013,"https://www.google.com/maps/@40.718044,-73.997604,3a,20y,192.09h,100.44t/data=!3m6!1e1!3m4!1sdxWog7poxnQxwF-3W6ubyw!2e0!7i16384!8i8192?entry=ttu"
